LEAID,total_students,american_indian_alaskan_native_students,american_indian_alaskan_native_male_students,american_indian_alaskan_native_female_students,asian_hawaiian_native_pacific_islander_students,asian_hawaiian_native_pacific_islander_male_students,asian_hawaiian_native_pacific_islander_female_students,hispanic_students,hispanic_male_students,hispanic_female_students,black_non_hispanic_students,black_non_hispanic_male_students,black_non_hispanic_female_students,white_students,white_male_students,white_female_students
2310020,210,3,1,2,2,0,2,0,0,0,2,0,2,203,107,96
2310080,594,3,2,1,4,1,3,3,2,1,3,1,2,581,290,291
2310110,225,0,0,0,5,0,5,3,1,2,1,0,1,216,115,101
2310140,18,0,0,0,0,0,0,0,0,0,0,0,0,18,5,13
2310170,597,0,0,0,2,0,2,2,1,1,8,3,5,585,280,305
2310190,60,1,1,0,0,0,0,0,0,0,0,0,0,59,35,24
2310380,1930,15,4,11,32,15,17,15,7,8,37,14,23,1831,951,880
2310500,3741,8,2,4,107,46,59,27,12,13,32,16,14,3559,1808,1749
2310530,3299,4,1,3,55,30,25,28,15,13,21,11,10,3191,1601,1590
2310590,2320,17,12,5,12,9,3,14,9,5,16,10,6,2261,1182,1079
2310620,190,0,0,0,1,1,0,5,4,1,3,0,3,181,104,77
2310650,306,0,0,0,0,0,0,0,0,0,4,3,1,302,158,144
2310680,174,4,4,0,0,0,0,0,0,0,0,0,0,170,102,68
2310710,2084,9,3,6,13,8,5,5,1,4,35,21,14,2022,1083,939
2310740,979,2,2,0,14,4,10,11,10,1,23,10,13,929,463,466
2310770,3644,8,3,5,35,18,17,22,15,7,39,24,15,3540,1790,1750
2310830,189,0,0,0,0,0,0,0,0,0,0,0,0,189,98,91
2310860,2092,45,22,21,22,12,8,10,5,3,23,10,11,1984,1023,959
2310890,638,9,5,4,1,1,0,6,3,3,14,8,6,608,303,305
2310920,863,1,1,0,6,5,1,5,5,0,7,5,2,844,417,427
2310950,2310,7,5,2,13,6,7,5,3,2,19,12,7,2266,1209,1057
2310980,678,0,0,0,0,0,0,1,1,0,5,2,3,672,348,324
2311010,427,-1,-1,-2,-2,-2,-2,0,-1,-1,2,2,-2,420,215,203
2311040,444,2,2,0,2,0,2,3,2,1,6,3,3,431,225,206
2311070,85,0,0,0,0,0,0,1,0,1,1,1,0,83,42,41
2311100,1108,10,6,4,6,4,2,11,8,3,4,2,2,1077,561,516
2311130,884,-2,-2,-2,9,1,6,6,4,0,8,6,0,855,458,395
2311160,1351,109,50,59,9,6,3,16,8,8,13,6,7,1204,613,591
2311220,215,0,0,0,0,0,0,7,4,3,2,1,1,206,103,103
2311250,699,2,1,1,2,2,0,0,0,0,6,2,4,689,351,338
2311280,361,3,1,2,0,0,0,1,0,1,1,0,1,356,175,181
2311310,337,-2,-2,-2,-1,-2,-1,2,2,-2,-1,-1,-2,331,168,161
2311340,1942,-5,-5,-6,2,-4,0,0,-3,-3,15,6,3,1906,991,909
2311370,2681,2,1,1,15,5,10,8,5,3,23,14,9,2633,1337,1296
2311400,1034,0,0,0,1,1,0,7,4,3,8,4,4,1018,546,472
2311430,814,2,0,2,0,0,0,24,9,15,2,1,1,786,388,398
2311460,278,0,0,0,0,0,0,0,0,0,5,3,2,273,139,134
2311490,625,2,0,2,5,2,3,1,1,0,3,2,1,614,285,329
2311520,1587,5,2,3,4,3,1,18,11,7,9,6,3,1551,806,745
2311550,2065,10,5,5,4,3,1,6,3,3,17,10,7,2028,1044,984
2311580,825,0,-2,0,-1,-2,-1,4,-1,3,11,8,1,803,404,397
2311610,466,2,1,1,2,0,2,2,2,0,0,0,0,460,230,230
2311640,1641,7,2,5,15,12,3,11,8,3,10,7,3,1598,844,754
2311670,1079,11,3,8,4,0,4,5,4,1,6,4,2,1053,549,504
2311700,421,0,0,0,0,0,0,0,0,0,1,1,0,420,199,221
2311730,864,2,0,2,6,4,2,3,2,1,2,2,0,851,395,456
2311760,1432,2,0,2,26,13,13,4,1,3,9,5,4,1391,664,727
2311790,4036,13,7,6,25,14,11,15,8,7,41,23,18,3942,2099,1843
2311820,56,0,0,0,0,0,0,0,0,0,3,1,2,53,26,27
2311850,212,0,0,0,0,0,0,0,0,0,1,0,1,211,104,107
2311880,2567,6,0,4,22,10,10,17,4,11,13,8,3,2501,1301,1198
2311910,34,2,2,0,2,1,1,0,0,0,2,1,1,28,14,14
2311940,330,0,0,-2,2,-1,1,0,-1,-1,2,-1,1,318,166,150
2311950,270,0,0,0,0,0,0,0,0,0,4,2,2,266,143,123
2312100,195,0,0,0,0,0,0,0,0,0,0,0,0,195,96,99
2312140,115,1,0,1,0,0,0,1,1,0,4,2,2,109,60,49
2312180,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5
2312240,42,0,0,0,0,0,0,0,0,0,2,2,0,40,21,19
2312260,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2312300,79,0,0,0,0,0,0,0,0,0,0,0,0,79,37,42
2312320,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2312330,3079,0,-1,0,109,50,58,45,24,20,81,37,43,2840,1490,1349
2312360,37,0,0,0,1,0,1,0,0,0,0,0,0,36,14,22
2312370,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2312390,229,5,0,5,2,2,0,1,0,1,7,3,4,214,108,106
2312410,411,3,2,1,0,0,0,2,1,1,1,1,0,405,195,210
2312480,119,2,0,2,2,0,2,1,0,1,0,0,0,114,64,50
2312510,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2312750,128,0,0,0,0,0,0,1,0,1,2,1,1,125,74,51
2312960,162,0,0,0,0,0,0,0,0,0,3,2,1,159,80,79
2312980,149,0,0,0,1,0,1,0,0,0,3,1,2,145,74,71
2313080,31,0,0,0,1,1,0,0,0,0,6,2,4,24,14,10
2313110,513,0,0,0,0,0,0,0,0,0,0,0,0,513,259,254
2313140,181,1,1,0,9,4,5,0,0,0,3,0,3,168,86,82
2313210,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2313230,176,0,0,0,5,3,2,0,0,0,2,1,1,169,93,76
2313350,1999,-2,-2,-2,22,3,17,36,18,16,40,21,17,1895,976,917
2313380,57,0,0,0,1,0,1,0,0,0,0,0,0,56,31,25
2313410,506,0,0,0,0,0,0,2,2,0,5,3,2,499,266,233
2313490,1507,3,0,3,11,4,7,14,9,5,9,4,5,1470,741,729
2313500,17,0,0,0,0,0,0,0,0,0,0,0,0,17,9,8
2313530,146,0,0,0,0,0,0,0,0,0,2,2,0,144,66,78
2313560,2657,8,1,5,29,14,13,25,9,14,83,45,36,2504,1348,1154
2313650,241,0,0,0,1,1,0,1,1,0,0,0,0,239,126,113
2313800,2843,8,5,3,21,7,14,16,8,8,30,15,15,2768,1460,1308
2313830,295,0,0,0,0,0,0,0,0,0,5,2,3,290,143,147
2313860,1417,5,3,2,10,5,5,11,6,5,10,5,5,1381,732,649
2313970,938,3,0,3,10,5,5,0,0,0,16,11,5,909,484,425
2313980,870,0,0,0,5,4,1,1,1,0,0,0,0,864,471,393
2314010,145,4,1,3,0,0,0,0,0,0,0,0,0,141,76,65
2314070,332,0,0,0,3,1,2,7,2,5,5,2,3,317,175,142
2314100,1407,2,1,1,26,14,12,3,3,0,10,4,6,1366,710,656
2314130,2109,2,2,0,23,11,12,25,14,11,20,11,9,2039,1043,996
