LEAID,total_students,american_indian_alaskan_native_students,american_indian_alaskan_native_male_students,american_indian_alaskan_native_female_students,asian_hawaiian_native_pacific_islander_students,asian_hawaiian_native_pacific_islander_male_students,asian_hawaiian_native_pacific_islander_female_students,hispanic_students,hispanic_male_students,hispanic_female_students,black_non_hispanic_students,black_non_hispanic_male_students,black_non_hispanic_female_students,white_students,white_male_students,white_female_students
3172335,253,0,0,0,0,0,0,0,0,0,4,4,0,249,121,128
3172360,114,1,1,0,0,0,0,6,4,2,2,1,1,105,55,50
3172390,4717,24,11,13,50,28,22,439,237,202,88,43,45,4116,2114,2002
3172420,249,0,0,0,1,1,0,0,0,0,0,0,0,248,130,118
3172480,38,0,0,0,0,0,0,0,0,0,0,0,0,38,21,17
3172570,608,6,3,3,3,1,2,44,21,23,4,0,4,551,289,262
3172600,81,2,0,2,1,0,1,6,3,3,0,0,0,72,37,35
3172630,68,1,0,1,1,0,1,2,0,2,0,0,0,64,29,35
3172720,203,0,0,0,2,1,1,4,3,1,0,0,0,197,106,91
3172780,196,0,0,0,0,0,0,2,2,0,0,0,0,194,87,107
3172810,2714,12,4,8,34,18,16,1988,1038,950,16,12,4,664,322,342
3172840,32270,492,241,251,1267,628,639,1875,928,947,2575,1318,1257,26061,13465,12596
3172870,10,0,0,0,0,0,0,2,0,2,0,0,0,8,5,3
3172910,138,0,0,0,3,1,2,7,4,3,0,0,0,128,65,63
3172930,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3172990,198,0,0,0,0,0,0,2,1,1,3,1,2,193,101,92
3173050,522,1,0,1,3,3,0,12,6,6,6,2,4,500,268,232
3173090,343,2,0,2,3,2,1,8,2,6,3,2,1,327,159,168
3173120,118,0,0,0,0,0,0,3,0,3,1,1,0,114,62,52
3173170,100,2,2,0,0,0,0,2,0,2,0,0,0,96,44,52
3173210,326,23,14,9,3,3,0,17,11,6,4,3,1,279,137,142
3173230,527,0,0,0,1,1,0,301,152,149,10,8,2,215,115,100
3173260,118,2,1,1,0,0,0,4,3,1,0,0,0,112,55,57
3173290,458,10,8,2,2,2,0,7,4,3,2,0,2,437,234,203
3173350,15,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7
3173440,173,6,3,3,2,1,1,7,2,5,0,0,0,158,80,78
3173470,1477,7,4,3,5,3,2,56,32,24,14,9,5,1395,719,676
3173500,201,0,0,0,0,0,0,0,0,0,3,1,2,198,105,93
3173560,37,0,0,0,1,0,1,0,0,0,0,0,0,36,17,19
3173590,285,3,1,2,0,0,0,3,0,3,0,0,0,279,135,144
3173600,246,0,0,0,0,0,0,2,2,0,0,0,0,244,119,125
3173660,197,0,0,0,0,0,0,9,5,4,0,0,0,188,73,115
3173680,18,2,1,1,0,0,0,0,0,0,0,0,0,16,12,4
3173710,714,7,2,5,1,0,1,20,7,13,5,1,4,681,355,326
3173740,20371,63,35,28,627,334,293,523,286,237,474,247,227,18684,9727,8957
3173800,212,5,3,2,1,1,0,82,46,36,2,0,2,122,60,62
3173830,814,1,1,0,4,1,3,37,24,13,2,1,1,770,379,391
3173890,633,6,6,0,2,0,2,135,73,62,3,1,2,487,245,242
3174040,175,0,0,0,0,0,0,0,0,0,0,0,0,175,88,87
3174160,1327,5,5,0,20,3,17,112,54,58,6,4,2,1184,629,555
3174200,757,8,6,2,10,2,8,8,2,6,3,1,2,728,387,341
3174220,396,0,0,0,2,1,1,3,3,0,3,0,3,388,192,196
3174270,213,0,0,0,6,2,4,8,3,5,7,2,5,192,97,95
3174310,176,0,0,0,1,0,1,5,3,2,0,0,0,170,96,74
3174340,263,0,0,0,1,0,1,49,28,21,0,0,0,213,113,100
3174370,164,67,27,40,0,0,0,0,0,0,1,1,0,96,50,46
3174400,198,2,2,0,0,0,0,4,2,2,1,0,1,191,98,93
3174430,4111,130,71,59,22,10,12,835,445,390,176,98,78,2948,1459,1489
3174580,650,2,1,1,4,1,3,34,16,18,4,0,4,606,323,283
3174640,452,7,4,3,5,2,3,4,2,2,2,0,2,434,237,197
3174700,18,0,0,0,0,0,0,1,1,0,0,0,0,17,11,6
3174760,1110,6,2,4,5,2,3,83,46,37,3,2,1,1013,525,488
3174790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174820,46549,703,350,353,759,380,379,9130,4741,4389,14554,7381,7173,21403,11039,10364
3174850,786,5,2,3,26,15,11,10,5,5,2,2,0,743,401,342
3174940,506,6,3,3,8,6,2,29,16,13,2,0,2,461,222,239
3175000,279,2,2,0,2,1,1,1,1,0,0,0,0,274,133,141
3175030,278,1,1,0,2,0,2,0,0,0,2,1,1,273,146,127
3175060,268,3,0,3,2,1,1,23,14,9,4,4,0,236,130,106
3175210,475,3,2,1,1,1,0,5,4,1,3,3,0,463,251,212
3175270,8464,41,25,16,215,111,104,322,155,167,442,242,200,7444,3858,3586
3175330,309,4,3,1,3,1,2,2,1,1,0,0,0,300,148,152
3175360,218,12,5,7,0,0,0,18,7,11,0,0,0,188,101,87
3175390,353,13,6,7,2,2,0,2,2,0,5,1,4,331,177,154
3175510,706,6,5,1,1,1,0,11,7,4,3,2,1,685,371,314
3175570,398,0,0,0,1,0,1,9,5,4,2,2,0,386,191,195
3175630,1042,7,5,2,10,7,3,14,7,7,14,9,5,997,522,475
3175660,1724,19,13,6,26,14,12,66,26,40,19,12,7,1594,850,744
3175690,191,0,0,0,0,0,0,5,1,4,1,0,1,185,101,84
3175770,400,0,0,0,0,0,0,0,0,0,0,0,0,400,230,170
3175810,194,-1,-1,-2,2,0,0,4,1,1,-2,-2,-2,183,101,80
3175900,3112,8,3,5,96,43,53,392,204,188,124,69,55,2492,1297,1195
3175930,397,3,1,2,2,0,2,0,0,0,0,0,0,392,203,189
3175960,435,4,2,2,2,2,0,4,1,3,0,0,0,425,220,205
3175990,249,0,0,0,4,1,3,1,0,1,4,0,4,240,118,122
3176080,168,0,0,0,2,0,2,6,4,2,2,2,0,158,73,85
3176170,75,0,0,0,0,0,0,1,0,1,0,0,0,74,42,32
3176380,135,0,0,0,0,0,0,0,0,0,0,0,0,135,68,67
3176400,132,129,71,58,0,0,0,0,0,0,0,0,0,3,2,1
3176410,191,2,2,0,3,1,2,3,3,0,2,2,0,181,110,71
3176450,420,3,3,0,3,2,1,201,95,106,3,2,1,210,103,107
3176460,866,6,3,3,0,0,0,656,350,306,4,4,0,200,115,85
3176470,2621,152,84,68,24,7,17,868,437,431,31,12,19,1546,785,761
3176560,1355,10,6,4,18,12,6,21,9,12,16,4,12,1290,664,626
3176590,279,0,0,0,0,0,0,19,12,7,0,0,0,260,127,133
3176620,357,0,0,0,2,1,1,54,33,21,0,0,0,301,144,157
3176650,135,0,0,0,0,0,0,7,5,2,0,0,0,128,69,59
3176710,1205,14,11,3,12,9,3,110,64,46,4,2,2,1065,555,510
3176800,30,0,0,0,0,0,0,0,0,0,0,0,0,30,14,16
3176860,3477,138,63,75,119,60,59,1711,849,862,51,33,18,1458,735,723
3176890,109,0,0,0,0,0,0,0,0,0,0,0,0,109,52,57
3176980,199,0,0,0,0,0,0,1,1,0,0,0,0,198,98,100
3177100,158,10,4,6,2,0,2,5,1,4,3,3,0,138,72,66
3177160,148,2,2,0,1,0,1,1,1,0,1,0,1,143,75,68
3177180,497,19,6,13,1,1,0,14,10,4,1,1,0,462,246,216
3177190,227,0,0,0,0,0,0,0,0,0,4,2,2,223,112,111
3177340,186,0,0,0,1,0,1,15,8,7,0,0,0,170,84,86
3177520,426,0,0,0,0,0,0,22,13,9,0,0,0,404,201,203
3177550,715,2,0,2,4,3,1,2,1,1,2,2,0,705,371,334
3177730,67,0,0,0,3,2,1,0,0,0,0,0,0,64,35,29
3178010,415,74,28,46,4,0,4,2,1,1,3,2,1,332,172,160
3178020,282,9,6,3,5,3,2,3,2,1,2,2,0,263,137,126
3178030,575,9,5,4,12,8,4,18,8,10,11,7,4,525,273,252
3178210,910,7,0,5,2,-1,1,15,8,5,4,2,0,874,456,416
3178240,464,2,0,2,6,5,1,151,77,74,1,1,0,304,155,149
3178260,185,0,0,0,2,0,2,21,7,14,1,1,0,161,78,83
3178300,262,261,129,132,0,0,0,0,0,0,0,0,0,1,0,1
3178360,166,1,0,1,1,0,1,10,5,5,3,1,2,151,75,76
3178450,211,0,0,0,0,0,0,1,0,1,2,0,2,208,114,94
3178520,862,4,2,2,3,2,1,39,16,23,15,7,8,801,391,410
3178540,355,1,0,1,0,0,0,3,0,3,0,0,0,351,190,161
3178660,5885,39,15,22,228,126,100,174,86,86,362,184,176,5074,2591,2481
3178670,134,0,0,0,0,0,0,0,0,0,0,0,0,134,62,72
3178720,540,0,0,0,5,2,3,19,7,12,0,0,0,516,257,259
3178810,462,456,238,218,0,0,0,0,0,0,0,0,0,6,6,0
3178840,272,2,1,1,0,0,0,6,3,3,0,0,0,264,121,143
3178900,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3178930,193,0,0,0,1,1,0,44,21,23,1,1,0,147,76,71
3178940,340,0,0,0,2,0,2,51,26,25,0,0,0,287,167,120
3178990,151,0,0,0,0,0,0,0,0,0,0,0,0,151,81,70
3179050,1224,11,6,5,18,9,9,65,36,29,22,10,12,1108,582,526
3179080,483,0,0,0,2,2,0,10,7,3,3,2,1,468,226,242
3180010,20,2,2,0,0,0,0,0,0,0,1,0,1,17,11,6
3180030,242,-4,-4,-4,-1,-1,-4,2,1,-3,3,2,-3,226,148,74
3180040,36,0,0,0,1,0,1,2,1,1,2,0,2,31,16,15
3180050,24,0,0,0,0,0,0,0,0,0,0,0,0,24,16,8
3180080,62,0,0,0,0,0,0,4,1,3,1,0,1,57,30,27
3180090,262,3,1,2,0,0,0,2,2,0,5,1,4,252,125,127
3180110,54,-1,-1,-2,-2,-2,-2,0,0,-2,-2,-2,-2,51,37,12
3180130,22,1,1,0,0,0,0,1,0,1,0,0,0,20,12,8
3180150,18,1,1,0,0,0,0,1,1,0,1,0,1,15,11,4
3180180,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3200030,4551,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
3200060,283190,-337,-337,-337,-337,-337,-337,-337,-337,-337,-337,-337,-337,-337,-337,-337
3200090,7188,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17
3200120,9538,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34
3200150,66,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3200180,236,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
3200210,3457,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18
3200240,1226,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
3200270,1006,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
3200300,8170,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18
3200330,732,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
3200360,5827,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24
3200370,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3200390,8872,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14
3200420,797,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3200450,479,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
3200480,63312,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110
3200510,1363,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14
3300003,909,1,1,0,1,0,1,11,4,7,3,2,1,893,440,453
3300017,2946,3,1,2,51,26,25,0,0,0,15,7,8,2877,1471,1406
3300029,36,2,1,1,0,0,0,0,0,0,0,0,0,34,16,18
3300030,37,0,0,0,0,0,0,0,0,0,0,0,0,37,27,10
3300031,8,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1
3300049,459,0,0,0,3,1,2,4,2,2,5,4,1,447,249,198
3300616,640,1,0,1,1,1,0,2,0,2,7,6,1,629,303,326
3301380,513,0,0,0,3,2,1,7,7,0,15,11,4,488,260,228
3301440,576,2,1,-1,6,3,1,4,1,1,5,-1,4,551,284,265
3301470,1701,12,5,7,36,23,13,25,14,11,9,4,5,1619,825,794
3301500,260,0,0,0,3,2,1,0,0,0,4,2,2,253,127,126
3301560,175,4,2,2,1,0,1,0,0,0,1,0,1,169,83,86
3301590,601,3,3,0,4,3,1,5,3,2,5,4,1,584,314,270
3301620,582,4,1,3,0,0,0,4,1,3,4,2,2,570,310,260
3301650,940,8,1,7,9,3,6,11,6,5,10,5,5,902,466,436
3301680,314,0,0,0,5,2,3,1,1,0,0,0,0,308,142,166
3301710,64,0,0,0,0,0,0,0,0,0,0,0,0,64,37,27
3301740,2904,1,1,0,80,39,41,26,9,17,22,11,11,2775,1436,1339
3301860,1631,22,9,13,6,4,2,21,10,11,13,6,7,1569,860,709
3301890,185,0,0,0,2,0,2,3,3,0,0,0,0,180,98,82
3301950,1798,0,0,0,28,13,15,23,15,8,1,1,0,1746,924,822
3302010,366,0,0,0,3,1,2,1,0,1,3,0,3,359,191,168
3302070,618,0,0,0,1,1,0,0,0,0,4,0,4,613,333,280
3302100,330,3,1,2,5,2,3,3,3,0,0,0,0,319,158,161
3302130,466,0,0,0,8,2,6,7,3,4,0,0,0,451,227,224
3302250,683,1,0,1,5,2,3,4,2,2,3,3,0,670,334,336
3302280,395,0,0,0,0,0,0,9,4,5,0,0,0,386,200,186
3302310,275,0,0,0,0,0,0,0,0,0,1,1,0,274,140,134
3302340,2028,19,8,11,13,6,7,13,8,5,18,13,5,1965,978,987
3302400,510,0,0,0,2,0,2,1,0,1,4,3,1,503,277,226
3302460,5420,14,7,5,152,64,86,66,39,25,183,76,105,4997,2515,2480
3302480,3115,4,2,2,39,26,13,12,7,5,16,11,5,3044,1570,1474
3302490,2088,4,1,3,20,12,8,11,9,2,16,9,7,2037,1063,974
3302520,141,0,0,0,0,0,0,0,0,0,1,1,0,140,83,57
3302550,22,0,0,0,1,1,0,0,0,0,0,0,0,21,15,6
3302580,576,0,0,0,0,0,0,0,0,0,4,1,3,572,286,286
3302610,4039,4,3,1,57,28,29,103,46,57,58,33,25,3817,1963,1854
3302640,4020,2,1,1,156,69,87,50,32,18,116,68,48,3696,1885,1811
3302670,1168,4,1,3,68,28,40,14,4,10,17,9,8,1065,585,480
3302760,230,1,0,1,1,1,0,2,1,1,0,0,0,226,111,115
3302790,173,0,0,0,0,0,0,0,0,0,0,0,0,173,74,99
3302880,1172,0,0,0,10,4,6,9,6,3,12,8,4,1141,571,570
3302910,503,0,0,0,1,0,1,3,3,0,2,2,0,497,248,249
3302940,21,0,0,0,0,0,0,0,0,0,0,0,0,21,6,15
3302970,1001,0,0,0,18,9,9,12,7,5,8,4,4,963,480,483
3302990,2009,1,1,0,3,0,3,3,1,2,7,5,2,1995,1023,972
3303000,1393,6,1,5,10,8,2,21,12,9,12,7,5,1344,667,677
3303090,1441,9,6,3,6,3,3,27,19,8,20,12,8,1379,722,657
3303120,94,0,0,0,0,0,0,0,0,0,0,0,0,94,44,50
3303150,480,2,2,0,6,4,2,1,0,1,2,1,1,469,238,231
3303180,1369,3,1,2,12,5,7,6,2,4,3,3,0,1345,697,648
3303210,395,0,0,0,1,1,0,1,0,1,3,1,2,390,192,198
3303240,3056,3,2,1,22,9,13,21,10,11,18,10,8,2992,1499,1493
3303270,566,0,0,0,5,5,0,9,3,6,3,1,2,549,279,270
3303300,159,0,0,0,0,0,0,0,0,0,0,0,0,159,57,102
3303330,2794,2,2,0,19,5,14,11,7,4,18,9,9,2744,1386,1358
3303360,209,0,0,0,3,1,2,2,0,2,6,2,4,198,93,105
3303420,405,0,0,0,5,2,3,3,2,1,6,5,1,391,202,189
3303480,1102,0,0,0,10,7,3,6,2,4,3,1,2,1083,565,518
3303510,1416,1,0,1,22,14,8,9,5,4,20,12,8,1364,695,669
3303540,249,0,0,0,4,2,2,0,0,0,0,0,0,245,135,110
3303600,498,4,2,2,36,13,23,11,6,5,5,3,2,442,234,208
3303630,50,1,0,1,0,0,0,1,1,0,1,1,0,47,20,27
3303660,849,0,0,0,11,4,7,13,6,7,10,7,3,815,419,396
3303690,488,0,0,0,4,0,4,2,1,1,3,2,1,479,272,207
3303720,87,0,0,0,1,1,0,0,0,0,0,0,0,86,47,39
3303750,1422,6,1,5,11,5,6,6,2,4,10,8,2,1389,695,694
3303780,741,1,1,0,14,7,7,3,2,1,2,2,0,721,367,354
3303810,237,0,0,0,2,0,2,3,2,1,3,0,3,229,106,123
3303840,831,2,2,0,18,4,14,5,4,1,5,4,1,801,424,377
3303850,1273,0,0,0,23,11,12,9,5,4,7,5,2,1234,637,597
3303870,1518,-2,-2,-2,22,14,6,20,7,11,27,15,10,1443,756,685
3303900,1061,2,2,0,8,5,3,2,1,1,2,1,1,1047,539,508
3303930,4188,21,12,9,54,31,23,101,50,51,49,30,19,3963,2040,1923
3303960,1286,8,3,5,15,6,9,10,4,6,11,4,7,1242,655,587
3303990,60,0,0,0,0,0,0,1,1,0,0,0,0,59,33,26
3304030,1704,11,7,4,25,13,12,28,8,20,20,13,7,1620,838,782
3304040,2127,17,11,6,14,7,7,31,19,12,11,6,5,2054,1100,954
3304050,3843,9,4,5,53,31,22,30,19,11,34,19,15,3717,1891,1826
3304080,194,0,0,0,7,1,6,0,0,0,4,3,1,183,80,103
3304140,2443,11,6,5,55,31,24,36,20,16,44,27,17,2297,1191,1106
3304150,104,1,1,0,0,0,0,1,0,1,1,1,0,101,55,46
3304170,22,0,0,0,0,0,0,0,0,0,0,0,0,22,6,16
3304230,1933,9,2,7,88,47,41,35,22,13,35,15,20,1766,895,871
3304260,383,0,0,0,6,1,5,0,0,0,4,3,1,373,188,185
3304290,429,0,0,0,0,0,0,3,1,2,0,0,0,426,217,209
3304350,1674,18,11,7,10,7,3,15,11,4,7,4,3,1624,876,748
3304380,964,0,0,0,7,6,1,14,8,6,6,1,5,937,475,462
3304410,5593,12,5,7,81,43,38,63,26,37,47,27,20,5390,2824,2566
3304500,164,0,0,0,0,0,0,3,1,2,2,0,2,159,77,82
3304530,90,0,0,0,0,0,0,1,1,0,3,1,2,86,44,42
3304560,147,2,2,0,0,0,0,4,4,0,2,2,0,139,74,65
3304590,17737,84,46,38,414,218,196,1758,898,860,1003,527,476,14478,7495,6983
3304620,206,0,0,0,1,1,0,2,2,0,4,2,2,199,95,104
3304650,59,0,0,0,0,0,0,0,0,0,2,1,1,57,33,24
3304670,1339,4,4,0,3,1,2,16,9,7,6,5,1,1310,669,641
3304680,1467,12,5,7,16,8,8,7,3,4,5,3,2,1427,702,725
3304740,4696,18,12,6,84,43,41,93,39,54,51,23,28,4450,2334,2116
3304760,2745,1,0,1,16,8,8,9,4,5,28,12,16,2691,1386,1305
3304800,138,1,1,0,1,0,1,0,0,0,0,0,0,136,75,61
3304830,2579,7,2,5,46,21,25,48,23,25,51,27,24,2427,1275,1152
3304890,2479,8,2,6,12,4,8,22,12,10,17,9,8,2420,1236,1184
3304920,64,0,0,0,0,0,0,0,0,0,2,2,0,62,30,32
3304950,238,3,0,3,2,1,1,3,1,2,2,2,0,228,118,110
3304960,697,0,0,0,4,4,0,8,2,6,7,5,2,678,347,331
3304980,13225,47,22,25,647,342,305,1613,848,765,463,240,223,10455,5457,4998
3305010,55,0,0,0,0,0,0,5,3,2,0,0,0,50,31,19
3305040,508,0,0,0,11,6,5,3,1,2,5,2,3,489,249,240
3305070,56,0,0,0,0,0,0,0,0,0,0,0,0,56,21,35
3305190,175,1,1,0,2,0,2,1,1,0,0,0,0,171,99,72
3305220,1563,6,4,2,19,5,14,6,6,0,5,3,2,1527,808,719
3305250,43,0,0,0,2,1,1,0,0,0,0,0,0,41,19,22
3305280,1143,1,0,1,77,43,34,16,11,5,18,10,8,1031,529,502
3305310,1203,1,1,0,1,1,0,10,5,5,13,6,7,1178,614,564
3305370,478,3,2,1,7,2,5,2,0,2,3,1,2,463,236,227
3305400,491,0,0,0,3,2,1,3,0,3,5,4,1,480,255,225
3305430,476,0,0,0,4,0,4,0,0,0,5,4,1,467,242,225
3305460,491,0,0,0,3,2,1,0,0,0,4,3,1,484,260,224
3305520,2085,3,1,2,53,29,24,15,9,6,22,15,7,1992,1032,960
3305550,2059,1,0,1,39,16,23,21,10,11,10,6,4,1988,1010,978
3305580,1877,15,8,7,8,3,5,24,11,13,15,8,7,1815,929,886
3305670,83,0,0,0,0,0,0,0,0,0,0,0,0,83,56,27
3305700,170,0,0,0,0,0,0,0,0,0,1,0,1,169,92,77
3305730,754,0,0,0,7,2,5,14,8,6,6,2,4,727,388,339
3305760,297,0,0,0,5,3,2,0,0,0,3,2,1,289,150,139
3305790,465,4,0,4,14,8,6,6,3,3,12,12,0,429,230,199
3305820,2679,3,2,1,96,46,50,53,25,28,117,61,56,2410,1271,1139
3305830,332,0,0,0,0,0,0,0,0,0,4,1,3,328,161,167
3305880,1612,4,1,3,2,0,2,5,4,1,19,11,8,1582,790,792
3305940,4777,25,13,12,62,38,24,61,31,30,72,38,34,4557,2398,2159
3305970,196,1,1,0,4,2,2,0,0,0,3,1,2,188,101,87
3306000,153,0,0,0,0,0,0,0,0,0,0,0,0,153,75,78
3306030,551,1,0,1,2,2,0,4,2,2,2,2,0,542,261,281
3306060,5343,0,0,0,168,84,84,141,78,63,39,23,16,4995,2579,2416
3306080,1806,8,5,3,7,4,3,20,10,10,11,8,3,1760,885,875
3306150,863,0,0,0,13,6,7,20,11,9,8,4,4,822,435,387
3306180,1554,0,0,0,16,13,3,17,10,7,6,2,4,1515,799,716
3306240,1820,5,4,1,44,21,23,53,31,22,45,23,22,1673,839,834
3306260,1044,9,6,3,15,2,13,12,5,7,2,2,0,1006,488,518
3306270,98,0,0,0,0,0,0,2,2,0,1,1,0,95,40,55
3306330,32,0,0,0,1,0,1,0,0,0,0,0,0,31,20,11
3306360,89,0,0,0,0,0,0,0,0,0,0,0,0,89,41,48
3306390,46,0,0,0,0,0,0,0,0,0,0,0,0,46,26,20
3306420,501,0,0,0,3,0,3,5,4,1,4,1,3,489,253,236
3306450,166,0,0,0,2,0,2,0,0,0,2,1,1,162,80,82
3306480,645,1,1,0,20,8,12,3,3,0,4,4,0,617,329,288
3306540,543,1,0,1,3,1,2,3,1,2,3,2,1,533,276,257
3306600,249,1,0,1,2,1,1,0,0,0,4,2,2,242,132,110
3306660,186,0,0,0,1,1,0,0,0,0,1,1,0,184,85,99
3306720,4621,11,5,6,25,12,13,34,19,15,28,7,21,4523,2324,2199
3306750,116,0,0,0,0,0,0,0,0,0,3,1,2,113,60,53
3306780,552,0,0,0,0,0,0,0,0,0,0,0,0,552,302,250
3306870,75,0,0,0,0,0,0,0,0,0,0,0,0,75,41,34
3306900,72,0,0,0,1,0,1,0,0,0,2,0,2,69,36,33
3306910,31,0,0,0,0,0,0,0,0,0,0,0,0,31,18,13
3306930,1252,0,0,0,4,2,2,12,4,8,0,0,0,1236,637,599
3306990,80,0,0,0,0,0,0,0,0,0,3,2,1,77,42,35
3307020,129,0,0,0,0,0,0,1,0,1,0,0,0,128,68,60
3307050,1500,1,0,1,14,6,8,12,7,5,12,8,4,1461,768,693
3307110,321,1,0,1,6,4,2,3,0,3,3,1,2,308,145,163
3307115,389,0,0,0,9,8,1,6,2,4,2,0,2,372,167,205
3307140,490,2,1,1,3,1,2,3,1,2,3,1,2,479,241,238
3307170,1558,4,2,2,33,20,13,9,8,1,4,1,3,1508,791,717
3307230,1312,0,0,0,22,11,11,15,7,8,17,8,9,1258,633,625
3307300,1777,5,3,2,13,6,7,15,7,8,11,6,5,1733,886,847
3307330,678,1,1,0,0,0,0,3,1,2,5,3,2,669,341,328
3307360,3411,6,5,1,53,26,27,83,50,33,35,16,19,3234,1638,1596
3399965,877,9,6,3,5,2,3,5,4,1,9,6,3,849,425,424
3400004,3257,3,0,3,162,76,86,87,43,44,17,7,10,2988,1541,1447
3400005,296,0,0,-2,30,22,6,29,19,8,77,66,9,152,123,27
3400006,514,2,1,1,31,20,11,92,61,31,200,143,57,189,126,63
3400007,288,-2,-2,-2,17,9,6,77,58,17,20,15,3,168,125,41
3400008,1009,0,0,0,8,4,4,16,13,3,16,11,5,969,496,473
3400009,1946,2,0,2,83,41,42,197,115,82,33,10,23,1631,836,795
3400011,329,0,0,0,0,0,0,9,4,5,318,156,162,2,2,0
3400012,266,1,1,0,1,1,0,33,21,12,229,114,115,2,0,2
3400013,320,0,0,0,0,0,0,59,24,35,260,107,153,1,1,0
3400014,202,0,0,0,2,1,1,59,29,30,141,80,61,0,0,0
3400015,224,0,0,0,11,4,7,26,14,12,121,65,56,66,31,35
3400017,340,0,0,0,0,0,0,174,81,93,164,78,86,2,1,1
3400019,282,0,0,0,5,3,2,30,14,16,102,39,63,145,74,71
3400020,75,0,0,0,7,3,4,4,2,2,64,31,33,0,0,0
3400021,506,0,0,0,0,0,0,7,4,3,499,231,268,0,0,0
3400022,312,4,2,2,0,0,0,16,6,10,292,124,168,0,0,0
3400023,504,0,0,0,0,0,0,22,12,10,481,245,236,1,1,0
3400024,299,0,0,0,0,0,0,43,19,24,251,95,156,5,1,4
3400025,450,0,0,0,5,2,3,345,156,189,85,45,40,15,6,9
3400026,79,0,0,0,0,0,0,14,7,7,65,26,39,0,0,0
3400028,395,0,0,0,9,5,4,72,33,39,313,166,147,1,1,0
3400029,265,0,0,0,23,11,12,74,34,40,30,15,15,138,75,63
3400030,191,0,0,0,0,0,0,19,17,2,170,96,74,2,1,1
3400032,263,0,0,0,14,11,3,108,54,54,30,15,15,111,62,49
3400033,443,0,0,0,5,3,2,68,32,36,370,188,182,0,0,0
3400034,486,0,0,0,40,20,20,210,105,105,204,95,109,32,20,12
3400035,316,4,3,1,37,21,16,46,24,22,128,63,65,101,51,50
3400036,180,0,0,0,42,18,24,40,21,19,96,50,46,2,2,0
3400037,255,0,0,0,0,0,0,37,23,14,217,119,98,1,1,0
3400041,83,0,0,0,1,0,1,19,6,13,63,27,36,0,0,0
3400042,107,0,0,0,0,0,0,19,12,7,73,39,34,15,10,5
3400043,280,0,0,0,51,29,22,15,7,8,24,18,6,190,104,86
3400046,332,0,0,0,2,2,0,13,5,8,317,166,151,0,0,0
3400047,154,0,0,0,12,6,6,52,24,28,60,23,37,30,13,17
3400048,199,0,0,0,0,0,0,18,7,11,173,80,93,8,3,5
3400049,160,0,0,0,7,2,5,30,19,11,58,23,35,65,35,30
3400050,230,1,1,0,2,2,0,5,2,3,4,1,3,218,124,94
3400051,105,0,0,0,1,1,0,10,5,5,11,5,6,83,40,43
3400052,97,0,0,0,9,5,4,50,21,29,2,0,2,36,18,18
3400054,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3400055,100,0,0,0,1,0,1,3,1,2,2,0,2,94,60,34
3400059,263,0,0,0,17,7,10,24,10,14,96,43,53,126,65,61
3400060,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3400061,204,0,0,0,2,2,0,30,15,15,169,84,85,3,1,2
3400063,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3400064,282,0,0,0,2,1,1,25,14,11,252,126,126,3,1,2
